"","Langs","year","region","dataType","value"
"17592","Pidgin",2008,"alaska","percent",0.0196693331302951
"17593","Romanian",2008,"alaska","percent",0.00888292463948809
"17594","Irish Gaelic",2008,"alaska","percent",0.011896774070743
"17595","Scottic Gaelic",2008,"alaska","percent",0.000951741925659438
"17596","Albanian",2008,"alaska","percent",0.0544079134168646
"17597","Lettish",2008,"alaska","percent",0.0114209031079133
"17598","Chinese",2008,"alaska","percent",0.163065116596317
"17599","Chinese",2008,"alaska","percent",0.113574536462026
"17600","Cantonese",2008,"alaska","percent",0.0287108814240597
"17601","Mandarin",2008,"alaska","percent",0.0182417202418059
"17602","Formosan",2008,"alaska","percent",0.00253797846842517
"17603","Japanese",2008,"alaska","percent",0.269025717653068
"17604","Korean",2008,"alaska","percent",0.577231477912449
"17605","Mon-Khmer, Cambodian",2008,"alaska","percent",0.0388627952977604
"17606","Hmong",2008,"alaska","percent",0.1008846441199
"17607","Thai",2008,"alaska","percent",0.105326106439645
"17608","Laotian",2008,"alaska","percent",0.10786408490807
"17609","Vietnamese",2008,"alaska","percent",0.154816686573935
"17610","Uighur",2008,"alaska","percent",0.00190348385131888
"17611","Turkish",2008,"alaska","percent",0.0255384083385283
"17612","Mongolian",2008,"alaska","percent",0.00333109673980803
"17613","Telugu",2008,"alaska","percent",0.00491733328257376
"17614","Tamil",2008,"alaska","percent",0.00253797846842517
"17615","Miao-yao, Mien",2008,"alaska","percent",0.0864498915807323
"17616","Tagalog",2008,"alaska","percent",2.0719421721606
"17617","Indonesian",2008,"alaska","percent",0.0233176771786562
"17618","Malay",2008,"alaska","percent",0.00317247308553146
"17619","Bisayan",2008,"alaska","percent",0.0537734187997583
"17620","Sebuano",2008,"alaska","percent",0.0158623654276573
"17621","Ilocano",2008,"alaska","percent",0.137843955566342
"17622","Pampangan",2008,"alaska","percent",0.0145933761934447
"17623","Micronesian",2008,"alaska","percent",0.0486974618629079
"17624","Chamorro",2008,"alaska","percent",0.0207796987102311
"17625","Marshallese",2008,"alaska","percent",0.0128485159964024
"17626","Palau",2008,"alaska","percent",0.00491733328257376
"17627","Ponapean",2008,"alaska","percent",0.00777255905955208
"17628","Samoan",2008,"alaska","percent",0.313440340850508
"17629","Tongan",2008,"alaska","percent",0.0348972039408461
"17630","Tokelauan",2008,"alaska","percent",0.00111036557993601
"17631","Fijian",2008,"alaska","percent",0.000475870962829719
"17632","Hawaiian",2008,"alaska","percent",0.0758221067442019
"17633","Navajo",2008,"alaska","percent",0.0195107094760185
"17634","Aleut",2008,"alaska","percent",0.178134363752592
"17635","Pacific Gulf Yupik",2008,"alaska","percent",0.00126898923421258
"17636","Eskimo",2008,"alaska","percent",0.298053846385681
"17637","Inupik",2008,"alaska","percent",0.802952937948013
"17638","St Lawrence Is Yupik",2008,"alaska","percent",0.154499439265382
"17639","Yupik",2008,"alaska","percent",2.85474990601548
"17640","Algonquian",2008,"alaska","percent",0.0023793548141486
"17641","Cheyenne",2008,"alaska","percent",0.0017448601970423
"17642","Cree",2008,"alaska","percent",0.00396559135691433
"17643","Ojibwa",2008,"alaska","percent",0.0017448601970423
"17644","Haida",2008,"alaska","percent",0.00888292463948809
"17645","Athapascan",2008,"alaska","percent",0.216521288087522
"17646","Ahtena",2008,"alaska","percent",0.00285522577697831
"17647","Koyukon",2008,"alaska","percent",0.00840705367665837
"17648","Kuchin",2008,"alaska","percent",0.0348972039408461
"17649","Tanaina",2008,"alaska","percent",0.0017448601970423
"17650","Chasta Costa",2008,"alaska","percent",0.000793118271382865
"17651","Tlingit",2008,"alaska","percent",0.115002149350515
"17652","Upper Chinook",2008,"alaska","percent",0.00111036557993601
"17653","Tsimshian",2008,"alaska","percent",0.0082484300223818
"17654","Walapai",2008,"alaska","percent",0.00126898923421258
"17655","Dakota",2008,"alaska","percent",0.000951741925659438
"17656","Choctaw",2008,"alaska","percent",0.0144347525391681
"17657","Pima",2008,"alaska","percent",0.00253797846842517
"17658","American Indian",2008,"alaska","percent",0.0168141073533167
"17659","Hungarian",2008,"alaska","percent",0.0184003438960825
"17660","Arabic",2008,"alaska","percent",0.107070966636687
"17661","Hebrew",2008,"alaska","percent",0.0369593114464415
"17662","Cushite",2008,"alaska","percent",0.040131784531973
"17663","Sudanic",2008,"alaska","percent",0.0136416342677853
"17664","Nilotic",2008,"alaska","percent",0.0369593114464415
"17665","Swahili",2008,"alaska","percent",0.00571045155395663
"17666","Bantu",2008,"alaska","percent",0.00967604291087095
"17667","Kru, Ibo, Yoruba",2008,"alaska","percent",0.00380696770263775
"17668","African",2008,"alaska","percent",0.0058690752082332
"17669","Finnish",2008,"alaska","percent",0.0301384943125489
"17670","Uncodable Entries",2008,"alaska","percent",0.0150692471562744
"17671","Only English",2008,"alabama","percent",95.8126937528324
"17672","Spanish",2008,"alabama","percent",2.4960063250738
"17673","French",2008,"alabama","percent",0.174582961276976
"17674","French",2008,"alabama","percent",0.169514199707354
"17675","Patois",2008,"alabama","percent",0.00393465509970647
"17676","Cajun",2008,"alabama","percent",0.0011341064699154
"17677","French Creole",2008,"alabama","percent",0.0165255514187672
"17678","Italian",2008,"alabama","percent",0.0347638350574066
"17679","Portuguese",2008,"alabama","percent",0.0258529985080714
"17680","Portuguese",2008,"alabama","percent",0.0258529985080714
"17681","German",2008,"alabama","percent",0.231890055552701
"17682","German",2008,"alabama","percent",0.231890055552701
"17683","Yiddish",2008,"alabama","percent",0.000694350899948201
"17684","Pennsylvania Dutch",2008,"alabama","percent",0.0021756328198377
"17685","Dutch",2008,"alabama","percent",0.00532335689960288
"17686","Afrikaans",2008,"alabama","percent",0.00319401413976173
"17687","Frisian",2008,"alabama","percent",0.00268482347979971
"17688","Swedish",2008,"alabama","percent",0.00358747964973237
"17689","Danish",2008,"alabama","percent",0.0020830526998446
"17690","Norwegian",2008,"alabama","percent",0.00636488324952518
"17691","Greek",2008,"alabama","percent",0.0198352907085203
"17692","Russian",2008,"alabama","percent",0.0368700327872495
"17693","Polish",2008,"alabama","percent",0.00881825642934216
"17694","Serbocroatian",2008,"alabama","percent",0.00344860946974273
"17695","Croatian",2008,"alabama","percent",0.00597141773955453
"17696","Serbian",2008,"alabama","percent",0.00129612167990331
"17697","Ukrainian",2008,"alabama","percent",0.00374949485972029
"17698","Czech",2008,"alabama","percent",0.00560109725958216
"17699","Slovak",2008,"alabama","percent",0.00196732754985324
"17700","Bulgarian",2008,"alabama","percent",0.000995236289925755
"17701","Macedonian",2008,"alabama","percent",0.0000925801199930935
"17702","Persian",2008,"alabama","percent",0.0265473494080196
"17703","Hindi",2008,"alabama","percent",0.0759851334843315
"17704","Gujarati",2008,"alabama","percent",0.0177522380086757
"17705","Urdu",2008,"alabama","percent",0.0177290929786774
"17706","India nec 2",2008,"alabama","percent",0.0135629875789882
"17707","Bengali",2008,"alabama","percent",0.0182614286686377
"17708","Panjabi",2008,"alabama","percent",0.00786931019941295
"17709","Marathi",2008,"alabama","percent",0.00553166216958734
"17710","Oriya",2008,"alabama","percent",0.0010415263499223
"17711","Nepali",2008,"alabama","percent",0.00196732754985324
"17712","Pakistan nec 2",2008,"alabama","percent",0.00627230312953209
"17713","Sinhalese",2008,"alabama","percent",0.000763785989943022
"17714","Romany",2008,"alabama","percent",0.000648060839951655
"17715","Jamaican Creole",2008,"alabama","percent",0.0116419500891315
"17716","Romanian",2008,"alabama","percent",0.0142804835089347
"17717","Welsh",2008,"alabama","percent",0.000416610539968921
"17718","Irish Gaelic",2008,"alabama","percent",0.00129612167990331
"17719","Lithuanian",2008,"alabama","percent",0.000416610539968921
"17720","Lettish",2008,"alabama","percent",0.00118039652991194
"17721","Pashto",2008,"alabama","percent",0.00134241173989986
"17722","Chinese",2008,"alabama","percent",0.161344004117964
"17723","Chinese",2008,"alabama","percent",0.121835437910911
"17724","Cantonese",2008,"alabama","percent",0.00705923414947338
"17725","Mandarin",2008,"alabama","percent",0.0252049376681197
"17726","Formosan",2008,"alabama","percent",0.00724439438945957
"17727","Japanese",2008,"alabama","percent",0.0704303262847459
"17728","Korean",2008,"alabama","percent",0.105217306372151
"17729","Mon-Khmer, Cambodian",2008,"alabama","percent",0.00981349271926791
"17730","Hmong",2008,"alabama","percent",0.000648060839951655
"17731","Thai",2008,"alabama","percent",0.0224506790983252
"17732","Laotian",2008,"alabama","percent",0.0333519882275119
"17733","Vietnamese",2008,"alabama","percent",0.126927344510531
"17734","Uighur",2008,"alabama","percent",0.000532335689960288
"17735","Turkish",2008,"alabama","percent",0.021501732868396
"17736","Mongolian",2008,"alabama","percent",0.0000694350899948202
"17737","Tungus",2008,"alabama","percent",0.000925801199930935
"17738","Telugu",2008,"alabama","percent",0.02573727335808
"17739","Kannada",2008,"alabama","percent",0.0053002118696046
"17740","Malayalam",2008,"alabama","percent",0.0028699837197859
"17741","Tamil",2008,"alabama","percent",0.0112484845791609
"17742","Burmese",2008,"alabama","percent",0.000995236289925755
"17743","Tagalog",2008,"alabama","percent",0.048766578206362
"17744","Indonesian",2008,"alabama","percent",0.00192103748985669
"17745","Javanese",2008,"alabama","percent",0.000995236289925755
"17746","Malay",2008,"alabama","percent",0.000578625749956835
"17747","Bisayan",2008,"alabama","percent",0.00106467137992058
"17748","Sebuano",2008,"alabama","percent",0.000439755569967194
"17749","Ilocano",2008,"alabama","percent",0.000509190659962014
"17750","Chamorro",2008,"alabama","percent",0.00300885389977554
"17751","Palau",2008,"alabama","percent",0.000393465509970647
"17752","Melanesian",2008,"alabama","percent",0.0000925801199930935
"17753","Samoan",2008,"alabama","percent",0.00536964695959942
"17754","Hawaiian",2008,"alabama","percent",0.000439755569967194
"17755","Navajo",2008,"alabama","percent",0.000763785989943022
"17756","Cheyenne",2008,"alabama","percent",0.000439755569967194
"17757","Dakota",2008,"alabama","percent",0.00136555676989813
"17758","Alabama",2008,"alabama","percent",0.0000925801199930935
"17759","Choctaw",2008,"alabama","percent",0.000416610539968921
"17760","Muskogee",2008,"alabama","percent",0.00296256383977899
"17761","Cherokee",2008,"alabama","percent",0.00622601306953554
"17762","American Indian",2008,"alabama","percent",0.00166644215987568
"17763","Hungarian",2008,"alabama","percent",0.00377263988971856
"17764","Arabic",2008,"alabama","percent",0.0909599678932144
"17765","Hebrew",2008,"alabama","percent",0.00976720265927137
"17766","Amharic",2008,"alabama","percent",0.00326344922975655
"17767","Berber",2008,"alabama","percent",0.0011341064699154
"17768","Chadic",2008,"alabama","percent",0.000300885389977554
"17769","Sudanic",2008,"alabama","percent",0.00201361760984978
"17770","Nilotic",2008,"alabama","percent",0.000300885389977554
"17771","Nubian",2008,"alabama","percent",0.00101838131992403
"17772","Swahili",2008,"alabama","percent",0.0146276589589088
"17773","Bantu",2008,"alabama","percent",0.0136092776389847
"17774","Mande",2008,"alabama","percent",0.000486045629963741
"17775","Fulani",2008,"alabama","percent",0.00162015209987914
"17776","Kru, Ibo, Yoruba",2008,"alabama","percent",0.0211777024484201
"17777","Efik",2008,"alabama","percent",0.000578625749956835
"17778","African",2008,"alabama","percent",0.00205990766984633
"17779","Finnish",2008,"alabama","percent",0.000601770779955108
"17780","Caucasian",2008,"alabama","percent",0.00770729498942504
"17781","Aztecan",2008,"alabama","percent",0.000416610539968921
"17782","Quechua",2008,"alabama","percent",0.000347175449974101
"17783","Uncodable Entries",2008,"alabama","percent",0.00400409018970129
"17784","Only English",2008,"arkansas","percent",93.8210326253093
"17785","Spanish",2008,"arkansas","percent",4.47982349713392
"17786","French",2008,"arkansas","percent",0.155958965362072
"17787","French",2008,"arkansas","percent",0.155769095669642
"17788","Cajun",2008,"arkansas","percent",0.000189869692430085
"17789","French Creole",2008,"arkansas","percent",0.00262020175553518
"17790","Italian",2008,"arkansas","percent",0.0404042705491221
"17791","Portuguese",2008,"arkansas","percent",0.0273032617714463
"17792","Portuguese",2008,"arkansas","percent",0.0273032617714463
"17793","German",2008,"arkansas","percent",0.218767859617944
"17794","German",2008,"arkansas","percent",0.218767859617944
"17795","Yiddish",2008,"arkansas","percent",0.00159490541641272
"17796","Pennsylvania Dutch",2008,"arkansas","percent",0.00911374523664409
"17797","Dutch",2008,"arkansas","percent",0.00520242957258434
"17798","Afrikaans",2008,"arkansas","percent",0.000417713323346188
"17799","Swedish",2008,"arkansas","percent",0.00224046237067501
"17800","Danish",2008,"arkansas","percent",0.00421510717194789
"17801","Norwegian",2008,"arkansas","percent",0.0035695502176856
"17802","Greek",2008,"arkansas","percent",0.0080125010205496
"17803","Russian",2008,"arkansas","percent",0.0209995879827674
"17804","Polish",2008,"arkansas","percent",0.0115820512382352
"17805","Serbocroatian",2008,"arkansas","percent",0.00193667086278687
"17806","Croatian",2008,"arkansas","percent",0.000569609077290256
"17807","Serbian",2008,"arkansas","percent",0.00960740643696231
"17808","Ukrainian",2008,"arkansas","percent",0.00205059267824492
"17809","Czech",2008,"arkansas","percent",0.0114301554842911
"17810","Bulgarian",2008,"arkansas","percent",0.00136706178549661
"17811","Armenian",2008,"arkansas","percent",0.000911374523664409
"17812","Persian",2008,"arkansas","percent",0.0141642790552844
"17813","Hindi",2008,"arkansas","percent",0.0269235223865861
"17814","Gujarati",2008,"arkansas","percent",0.0209236401057954
"17815","Urdu",2008,"arkansas","percent",0.0345562840222755
"17816","India nec 2",2008,"arkansas","percent",0.00713910043537121
"17817","Bengali",2008,"arkansas","percent",0.0129870869622178
"17818","Panjabi",2008,"arkansas","percent",0.00455687261832205
"17819","Marathi",2008,"arkansas","percent",0.00432902898740594
